FILENAME,LIBRARY,SUPPLIER,URL
Interior_Tones_66.wav,Abstract Interior Tones,Digital Rain Lab,http://www.sonniss.com/sound-effects/abstract-interior-tones/
Essential 13 high rpm.wav,Driving Forces,Digital Rain Lab,http://www.sonniss.com/sound-effects/driving-forces/
Gas Burner Stereo 4.wav,Driving Forces,Digital Rain Lab,http://www.sonniss.com/sound-effects/driving-forces/
Mothership 5.wav,Driving Forces,Digital Rain Lab,http://www.sonniss.com/sound-effects/driving-forces/
Power Core 3.wav,Driving Forces,Digital Rain Lab,http://www.sonniss.com/sound-effects/driving-forces/
CNC milling machine working 4 stereo .wav,Woodwork,Digital Rain Lab,http://www.sonniss.com/sound-effects/woodwork/
drill drilling woodblock mono.wav,Woodwork,Digital Rain Lab,http://www.sonniss.com/sound-effects/woodwork/
hand sawing metal 2 stereo .wav,Woodwork,Digital Rain Lab,http://www.sonniss.com/sound-effects/woodwork/
screwdriver screwing 4 mono.wav,Woodwork,Digital Rain Lab,http://www.sonniss.com/sound-effects/woodwork/
CEFA - Drone Bass Front Belt Rattle 01.wav,Cement Factory,Double Trouble Audio,http://www.sonniss.com/sound-effects/cement-factory/
CEFA - Drone Bass Squeaky Cog Close 01.wav,Cement Factory,Double Trouble Audio,http://www.sonniss.com/sound-effects/cement-factory/
CEFA - Engine and Rock Rattle Hard 02.wav,Cement Factory,Double Trouble Audio,http://www.sonniss.com/sound-effects/cement-factory/
CEFA - Machines With Clanky Bright Background 01.wav,Cement Factory,Double Trouble Audio,http://www.sonniss.com/sound-effects/cement-factory/
"FLWA 07 - Creek, water, flowing, splashing.wav",Flowing Water,Double Trouble Audio,http://www.sonniss.com/sound-effects/flowing-water/
"FLWA 74 - Dam, water, flowing, splashing, waves, clucking, movement.wav",Flowing Water,Double Trouble Audio,http://www.sonniss.com/sound-effects/flowing-water/
"FLWA 92 - Dam, water, flowing, steady flow, close, rumble.wav",Flowing Water,Double Trouble Audio,http://www.sonniss.com/sound-effects/flowing-water/
"FLWA 110 - Dam, water, flowing, close, small, steady flow.wav",Flowing Water,Double Trouble Audio,http://www.sonniss.com/sound-effects/flowing-water/
"Cans and Small Containers - Aluminum Cans, Rustle, Drop 03.wav",Junk and Debris,Double Trouble Audio,http://www.sonniss.com/sound-effects/junk-debris/
"Cans and Small Containers - Processed (Tape) Junk, Metal, Aluminum Cans, Rustle, Long Tail 01.wav",Junk and Debris,Double Trouble Audio,http://www.sonniss.com/sound-effects/junk-debris/
"Pile of Scrap Metal - Metal Scrap Pile, Rustle, Drop, Long Tail 03.wav",Junk and Debris,Double Trouble Audio,http://www.sonniss.com/sound-effects/junk-debris/
"Styrofoam - Pile of Styrofoam, Handling, Drop, Long Tail 07.wav",Junk and Debris,Double Trouble Audio,http://www.sonniss.com/sound-effects/junk-debris/
"Close Up - Machine, Air Compressor, Crackling, Servo 01.wav",Machine Hall,Double Trouble Audio,http://www.sonniss.com/sound-effects/machine-hall/
"Distant - Machine Hall, Ambiance, Big Motors 01.wav",Machine Hall,Double Trouble Audio,http://www.sonniss.com/sound-effects/machine-hall/
"Medium Distance - Machine Hall, Ambiance, Air Compressor, Hydraulics 01.wav",Machine Hall,Double Trouble Audio,http://www.sonniss.com/sound-effects/machine-hall/
"Medium Distance - Machine, Clicking, Air Compressor 01.wav",Machine Hall,Double Trouble Audio,http://www.sonniss.com/sound-effects/machine-hall/
Chainmail_Impact_Hard_03.wav,Medieval Armor and Impacts,Double Trouble Audio,http://www.sonniss.com/sound-effects/medieval-armor-impacts/
LeatherArmor_Rustle_03.wav,Medieval Armor and Impacts,Double Trouble Audio,http://www.sonniss.com/sound-effects/medieval-armor-impacts/
Plate_Impact_Hard_02.wav,Medieval Armor and Impacts,Double Trouble Audio,http://www.sonniss.com/sound-effects/medieval-armor-impacts/
Weapon_Impact_Parry_01.wav,Medieval Armor and Impacts,Double Trouble Audio,http://www.sonniss.com/sound-effects/medieval-armor-impacts/
"MR - Large Metal Air Drum C, Dark Resonance, Creaking, Metal [192 kHz].wav",Metal Resonances,Double Trouble Audio,http://www.sonniss.com/sound-effects/metal-resonances/
"MR - Medium Long Metal Square B, Bright Harsh Squeaking, Tonal Feedback, Ringing [96 kHz].wav",Metal Resonances,Double Trouble Audio,http://www.sonniss.com/sound-effects/metal-resonances/
"MR - Metal Shelf D, Bright Tonal Creak, Harsh, Friction, Crackling [96 kHz].wav",Metal Resonances,Double Trouble Audio,http://www.sonniss.com/sound-effects/metal-resonances/
"MR - Small Metal Box, Bright Creaking, Tonal, Dragging [96 kHz].wav",Metal Resonances,Double Trouble Audio,http://www.sonniss.com/sound-effects/metal-resonances/
Cardboard Gnarl 03 Grattle.wav,Punchy Cardboard,Double Trouble Audio,http://www.sonniss.com/sound-effects/punchy-cardboard/
Cardboard Rumble 04 Crumbling.wav,Punchy Cardboard,Double Trouble Audio,http://www.sonniss.com/sound-effects/punchy-cardboard/
Cardboard Tearing 01 Continious.wav,Punchy Cardboard,Double Trouble Audio,http://www.sonniss.com/sound-effects/punchy-cardboard/
Cardboard Tearing 02 Slow.wav,Punchy Cardboard,Double Trouble Audio,http://www.sonniss.com/sound-effects/punchy-cardboard/
RATH - Rain and Distant Thunder Loop 01.wav,Rain and Thunder,Double Trouble Audio,http://www.sonniss.com/sound-effects/rain-thunder/
RATH - Rain Hard Loop 08.wav,Rain and Thunder,Double Trouble Audio,http://www.sonniss.com/sound-effects/rain-thunder/
RATH - Rain on Plastic Outside Loop.wav,Rain and Thunder,Double Trouble Audio,http://www.sonniss.com/sound-effects/rain-thunder/
"RATH - Rain, Distant Thunder and Bird Loop.wav",Rain and Thunder,Double Trouble Audio,http://www.sonniss.com/sound-effects/rain-thunder/
"SHARDS [LD Mono] 02 - Impact, Glass, Shatter, Small.wav",Shards,Double Trouble Audio,http://www.sonniss.com/sound-effects/shards/
"SHARDS [LD Mono] 16 - Drop, Glass, Small Shards.wav",Shards,Double Trouble Audio,http://www.sonniss.com/sound-effects/shards/
"SHARDS [LD Mono] 24 - Trickle, Glass, Metal, Debree.wav",Shards,Double Trouble Audio,http://www.sonniss.com/sound-effects/shards/
"SHARDS [MS Stereo] 19 - Drop, Glass, Table, Metal, Debree.wav",Shards,Double Trouble Audio,http://www.sonniss.com/sound-effects/shards/
"SPDR - Jupiter - Massive, Heavy Wind, Big.wav",Space Drones,Double Trouble Audio,http://www.sonniss.com/sound-effects/space-drones/
"SPDR - Mercury - Solar Wind, Eruption, Pulsating.wav",Space Drones,Double Trouble Audio,http://www.sonniss.com/sound-effects/space-drones/
"SPDR - Space Chatter 4 - Radio, Mission Control.wav",Space Drones,Double Trouble Audio,http://www.sonniss.com/sound-effects/space-drones/
"SPDR - Venus - Evil, Harsh Winds, Extreme Weather.wav",Space Drones,Double Trouble Audio,http://www.sonniss.com/sound-effects/space-drones/
TAJ - Jas Gripen Repeated Flyover [XY Stereo]-005.wav,Tanks and Jet,Double Trouble Audio,http://www.sonniss.com/sound-effects/tanks-jet/
TAJ - Tank Battle Cannon Fire [XY Stereo]-001.wav,Tanks and Jet,Double Trouble Audio,http://www.sonniss.com/sound-effects/tanks-jet/
"TAJ - Tank Battle Machine Guns (7.62 & 50 cal), Walkie Talkie Chatter [XY Stereo].wav",Tanks and Jet,Double Trouble Audio,http://www.sonniss.com/sound-effects/tanks-jet/
"TAJ - Tank Driving and Stopping, Revving, Close To Far [MS Stereo].wav",Tanks and Jet,Double Trouble Audio,http://www.sonniss.com/sound-effects/tanks-jet/
Old Lock Fiddling.wav,Tools and Wood,Double Trouble Audio,http://www.sonniss.com/sound-effects/tools-wood/
Sawblade Drop.wav,Tools and Wood,Double Trouble Audio,http://www.sonniss.com/sound-effects/tools-wood/
"Small Wood Pile, Smash.wav",Tools and Wood,Double Trouble Audio,http://www.sonniss.com/sound-effects/tools-wood/
Wooden Tearing 09.wav,Tools and Wood,Double Trouble Audio,http://www.sonniss.com/sound-effects/tools-wood/
"Drop Soft - Single Plank, Drop 02.wav",Wood Impacts and Debris,Double Trouble Audio,http://www.sonniss.com/sound-effects/wood-impacts-debris/
Impacts Hard - Short Wobbly Tail 01.wav,Wood Impacts and Debris,Double Trouble Audio,http://www.sonniss.com/sound-effects/wood-impacts-debris/
"Impacts Soft - Short, Crack.wav",Wood Impacts and Debris,Double Trouble Audio,http://www.sonniss.com/sound-effects/wood-impacts-debris/
"Rustles - Pile, Debris 22.wav",Wood Impacts and Debris,Double Trouble Audio,http://www.sonniss.com/sound-effects/wood-impacts-debris/
"Anarchy,motorcycle,FatBoy,100year,horn,short,random,eight,5ft,distantreflections.wav",Anarchy,Eiravaein Sound,http://www.sonniss.com/sound-effects/anarchy/
"Anarchy,motorcycle,FatBoy,100year,straightpipes,tunedengine,parked,far,revdown,throttling,sporadic,cutengine.wav",Anarchy,Eiravaein Sound,http://www.sonniss.com/sound-effects/anarchy/
"Anarchy,motorcycle,FatBoy,100year,straightpipes,tunedengine,passby,MidSideRaw,fast,misshift.wav",Anarchy,Eiravaein Sound,http://www.sonniss.com/sound-effects/anarchy/
"Anarchy,motorcycle,FatBoy,100year,straightpipes,tunedengine,pipeside,throttling,high.wav",Anarchy,Eiravaein Sound,http://www.sonniss.com/sound-effects/anarchy/
"BigBlock,Corvette,1967,driving,burnout,forward,squeal,6ftheight,ORTF.wav",BigBlock,Eiravaein Sound,http://www.sonniss.com/sound-effects/bigblock/
"BigBlock,Corvette,1967,driving,passby,reverse,whirring,burst,quick,6ftheight,ORTF.wav",BigBlock,Eiravaein Sound,http://www.sonniss.com/sound-effects/bigblock/
"BigBlock,Corvette,1967,engine,partialthrottling,hold,release,cut,6ftheight,ORTF.wav",BigBlock,Eiravaein Sound,http://www.sonniss.com/sound-effects/bigblock/
"BigBlock,Corvette,1967,exterior,driverpipe,engine,crank,idle,cut,windowsdown,hooddown,gutteral,rumble,soft,alt.wav",BigBlock,Eiravaein Sound,http://www.sonniss.com/sound-effects/bigblock/
"Burst,glass,release,2bottles,pour,fizz,cistern,low,marble,jostle,gurgle,wavering.wav",Burst,Eiravaein Sound,http://www.sonniss.com/sound-effects/burst/
"Burst,glass,release,bottle,pour,fizz,cistern,empty,marble,slosh.wav",Burst,Eiravaein Sound,http://www.sonniss.com/sound-effects/burst/
"Burst,glass,release,bottle,pour,fizz,cistern,midlevel,choppy,marble,rattle.wav",Burst,Eiravaein Sound,http://www.sonniss.com/sound-effects/burst/
"Burst,glass,release,bottle,spray,jet,fizz,cistern,full,stifle.wav",Burst,Eiravaein Sound,http://www.sonniss.com/sound-effects/burst/
"Dx,diagnostic,noise,green,9624,10sec.wav",Dx,Eiravaein Sound,http://www.sonniss.com/sound-effects/dx/
"Dx,sweep,down,audiometric,44116,1sec.wav",Dx,Eiravaein Sound,http://www.sonniss.com/sound-effects/dx/
"Dx,test,phase,alternating,voice,4824,8sec.wav",Dx,Eiravaein Sound,http://www.sonniss.com/sound-effects/dx/
"Dx,test,spatialization,stereo,emerge,movement,fiddle,through,4824.wav",Dx,Eiravaein Sound,http://www.sonniss.com/sound-effects/dx/
"Gravitas,bridge,stomp,average,arched,wood,metal,lightiron,gully,stream,forest,strong,rattle,hum,XY.wav",Gravitas,Eiravaein Sound,http://www.sonniss.com/sound-effects/gravitas/
"Gravitas,bridge,stomp,large,arched,wood,metal,heavyiron,deepstream,greenway,strong,resonant,loose,XY.wav",Gravitas,Eiravaein Sound,http://www.sonniss.com/sound-effects/gravitas/
"Gravitas,bridge,stomp,small,flat,wood,gully,streamlet,dry,ruralpark,strong,rattle,gritty,top.wav",Gravitas,Eiravaein Sound,http://www.sonniss.com/sound-effects/gravitas/
"Gravitas,bridge,stomp,xlarge,arched,wood,heavyiron,stream,urbanpark,strong,clatter,staggered,XY.wav",Gravitas,Eiravaein Sound,http://www.sonniss.com/sound-effects/gravitas/
"Latchlocker,aluminum,link,jostle,slide,click,out,over.wav",Latchlocker,Eiravaein Sound,http://www.sonniss.com/sound-effects/latchlocker/
"Latchlocker,cable,steel,wood,room,channel,slide,catch,alt2.wav",Latchlocker,Eiravaein Sound,http://www.sonniss.com/sound-effects/latchlocker/
"Latchlocker,design,FutureLoot,score,plunder.wav",Latchlocker,Eiravaein Sound,http://www.sonniss.com/sound-effects/latchlocker/
"Latchlocker,steel,lever,small,close,release,squeak,snap,ring.wav",Latchlocker,Eiravaein Sound,http://www.sonniss.com/sound-effects/latchlocker/
"Meridian,ASMR,loop,breathing,mouth,inhale,exhale,rumble,varyingstrength,mono.wav",Meridian,Eiravaein Sound,http://www.sonniss.com/sound-effects/meridian/
"Meridian,ASMR,loop,buzzing,clippers,hum,moving,bare,extended,mono.wav",Meridian,Eiravaein Sound,http://www.sonniss.com/sound-effects/meridian/
"Meridian,ASMR,loop,pageturning,book,standardweight,paper,medium,stiff,crispy,peeling,sliding,flip,mono.wav",Meridian,Eiravaein Sound,http://www.sonniss.com/sound-effects/meridian/
"Meridian,ASMR,loop,scratching,matches,wood,flint,flicks,scrapes,snap,ignite,burn,brief,sudden,mono.wav",Meridian,Eiravaein Sound,http://www.sonniss.com/sound-effects/meridian/
"Mouthy,cheek,press,squirt,squish,spurt,mouthfart,strong.wav",Mouthy,Eiravaein Sound,http://www.sonniss.com/sound-effects/mouthy/
"Mouthy,chomping,crushing,ice,slush,wet,thick,opening.wav",Mouthy,Eiravaein Sound,http://www.sonniss.com/sound-effects/mouthy/
"Mouthy,growl,sustained,low,steady.wav",Mouthy,Eiravaein Sound,http://www.sonniss.com/sound-effects/mouthy/
"Mouthy,suck,kiss,inhale,quick,chirp,single,alt.wav",Mouthy,Eiravaein Sound,http://www.sonniss.com/sound-effects/mouthy/
"Parched,drawing,crisp,paper,notebook,crumpling.wav",Parched,Eiravaein Sound,http://www.sonniss.com/sound-effects/parched/
"Parched,drawing,crisp,paper,notebook,pen,stroke,scribble,short,steady.wav",Parched,Eiravaein Sound,http://www.sonniss.com/sound-effects/parched/
"Parched,drawing,dense,paper,cotton,eraser,rubbing,short,smooth,alt2.wav",Parched,Eiravaein Sound,http://www.sonniss.com/sound-effects/parched/
"Parched,paper,movement,linen,shake,crimp,wobble.wav",Parched,Eiravaein Sound,http://www.sonniss.com/sound-effects/parched/
1 Into the Deep.wav,DARK DEEPSEA DRONES,Eneas Mentzel,http://www.sonniss.com/sound-effects/dark-deepsea-drones/
6 Lost in the Abyss.wav,DARK DEEPSEA DRONES,Eneas Mentzel,http://www.sonniss.com/sound-effects/dark-deepsea-drones/
Crowd Lutte .wav,SOUNDS OF SENEGAL,Eneas Mentzel,http://www.sonniss.com/sound-effects/sounds-senegal/
Ile Ngor Rooftop .wav,SOUNDS OF SENEGAL,Eneas Mentzel,http://www.sonniss.com/sound-effects/sounds-senegal/
Touba Amb Night 2.wav,SOUNDS OF SENEGAL,Eneas Mentzel,http://www.sonniss.com/sound-effects/sounds-senegal/
Yoff Amb Alley Night.wav,SOUNDS OF SENEGAL,Eneas Mentzel,http://www.sonniss.com/sound-effects/sounds-senegal/
Compressed Air 06 Hiss and Spurt.wav,Scene Shop Tool Box,Fascinated Sound,http://www.sonniss.com/sound-effects/scene-shop-tool-box/
Impact Nail Gun 01 Single Shot Compressed Air and Action.wav,Scene Shop Tool Box,Fascinated Sound,http://www.sonniss.com/sound-effects/scene-shop-tool-box/
Scissors 16 Slow Snip.wav,Scene Shop Tool Box,Fascinated Sound,http://www.sonniss.com/sound-effects/scene-shop-tool-box/
Velcro 04 Unfastening.wav,Scene Shop Tool Box,Fascinated Sound,http://www.sonniss.com/sound-effects/scene-shop-tool-box/
G4F SFX06 - HORSES - Galloping outside in sand.wav,Horses,Game Audio Factory,http://www.sonniss.com/sound-effects/gaf-sfx06-horses/
G4F SFX06 - HORSES - Snort 03.wav,Horses,Game Audio Factory,http://www.sonniss.com/sound-effects/gaf-sfx06-horses/
G4F SFX06 - HORSES - Walking on stone 03.wav,Horses,Game Audio Factory,http://www.sonniss.com/sound-effects/gaf-sfx06-horses/
G4F SFX06 - HORSES - Whinny distant 01.wav,Horses,Game Audio Factory,http://www.sonniss.com/sound-effects/gaf-sfx06-horses/
01_Barcelona_CoffeeShop_SantsStation.wav,Barcelona Ambiences,GainWalkers,http://www.sonniss.com/sound-effects/barcelona-ambiences/
09_Barcelona_RoomTone_Fan_02.wav,Barcelona Ambiences,GainWalkers,http://www.sonniss.com/sound-effects/barcelona-ambiences/
13_Barcelona_Metro_Platform_Crowd_Walla_PAAnnounce_Bleep.wav,Barcelona Ambiences,GainWalkers,http://www.sonniss.com/sound-effects/barcelona-ambiences/
35_Barcelona_BurgerBar_ManyTourists_Crowd_Walla.wav,Barcelona Ambiences,GainWalkers,http://www.sonniss.com/sound-effects/barcelona-ambiences/
bullet_flyby_fast_05.wav,Bullet Impact Sounds,Gamemaster Audio,http://www.sonniss.com/sound-effects/bullet-impact-sounds/
bullet_impact_body_thump_02.wav,Bullet Impact Sounds,Gamemaster Audio,http://www.sonniss.com/sound-effects/bullet-impact-sounds/
bullet_impact_concrete_brick_01.wav,Bullet Impact Sounds,Gamemaster Audio,http://www.sonniss.com/sound-effects/bullet-impact-sounds/
bullet_impact_metal_heavy_08.wav,Bullet Impact Sounds,Gamemaster Audio,http://www.sonniss.com/sound-effects/bullet-impact-sounds/
explosion_far_distant_02.wav,Explosion Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/explosion-sound-pack/
explosion_large_08.wav,Explosion Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/explosion-sound-pack/
explosion_large_no_tail_03.wav,Explosion Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/explosion-sound-pack/
explosion_med_long_tail_01.wav,Explosion Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/explosion-sound-pack/
collect_item_14.wav,Fun Casual Sounds,Gamemaster Audio,http://www.sonniss.com/sound-effects/fun-casual-sounds/
collect_item_hurry_out_of_time_01.wav,Fun Casual Sounds,Gamemaster Audio,http://www.sonniss.com/sound-effects/fun-casual-sounds/
comedy_siren_whistle_fun_sounds_09.wav,Fun Casual Sounds,Gamemaster Audio,http://www.sonniss.com/sound-effects/fun-casual-sounds/
retro_jump_collect_bonus_03.wav,Fun Casual Sounds,Gamemaster Audio,http://www.sonniss.com/sound-effects/fun-casual-sounds/
voice_fun_character_cute_cartoon_23.wav,Fun Character Voices,Gamemaster Audio,http://www.sonniss.com/sound-effects/fun-character-voices/
voice_fun_man_character_deep_laugh_11.wav,Fun Character Voices,Gamemaster Audio,http://www.sonniss.com/sound-effects/fun-character-voices/
voice_fun_small_character_emote_interested_09.wav,Fun Character Voices,Gamemaster Audio,http://www.sonniss.com/sound-effects/fun-character-voices/
voice_fun_small_character_emote_sad_02.wav,Fun Character Voices,Gamemaster Audio,http://www.sonniss.com/sound-effects/fun-character-voices/
gun_revolver_pistol_shot_04.wav,Gun Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/gun-sound-pack/
gun_rifle_sniper_shot_01.wav,Gun Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/gun-sound-pack/
gun_semi_auto_rifle_cock_02.wav,Gun Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/gun-sound-pack/
gun_submachine_auto_shot_00_automatic_preview_01.wav,Gun Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/gun-sound-pack/
voice_female_a_attack_02.wav,Human Vocalizations,Gamemaster Audio,http://www.sonniss.com/sound-effects/human-vocalizations/
voice_female_a_cough_03.wav,Human Vocalizations,Gamemaster Audio,http://www.sonniss.com/sound-effects/human-vocalizations/
voice_male_b_battle_shout_short_09.wav,Human Vocalizations,Gamemaster Audio,http://www.sonniss.com/sound-effects/human-vocalizations/
voice_male_b_death_low_09.wav,Human Vocalizations,Gamemaster Audio,http://www.sonniss.com/sound-effects/human-vocalizations/
punch_blocked_02.wav,Punch Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/punch-sound-pack/
punch_general_body_impact_03.wav,Punch Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/punch-sound-pack/
punch_grit_wet_impact_05.wav,Punch Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/punch-sound-pack/
punch_heavy_huge_distorted_01.wav,Punch Sound Pack,Gamemaster Audio,http://www.sonniss.com/sound-effects/punch-sound-pack/
troll_monster_death_01.wav,Troll Monster Vocalizations,Gamemaster Audio,http://www.sonniss.com/sound-effects/troll-monster-vocalizations/
troll_monster_growl_long_05.wav,Troll Monster Vocalizations,Gamemaster Audio,http://www.sonniss.com/sound-effects/troll-monster-vocalizations/
troll_monster_hurt_pain_01.wav,Troll Monster Vocalizations,Gamemaster Audio,http://www.sonniss.com/sound-effects/troll-monster-vocalizations/
troll_monster_taunt_03.wav,Troll Monster Vocalizations,Gamemaster Audio,http://www.sonniss.com/sound-effects/troll-monster-vocalizations/
Flashback of Fear 04.wav,Atmosfear,Glitchedtones,http://www.sonniss.com/sound-effects/atmosfear/
Slaughter Swell 03.wav,Atmosfear,Glitchedtones,http://www.sonniss.com/sound-effects/atmosfear/
Terror Approach 03.wav,Atmosfear,Glitchedtones,http://www.sonniss.com/sound-effects/atmosfear/
The Calling 03.wav,Atmosfear,Glitchedtones,http://www.sonniss.com/sound-effects/atmosfear/
Alien Spacecraft Electrical Drone 03.wav,Drones,Glitchedtones,http://www.sonniss.com/sound-effects/drones/
Alien Spacecraft Electrical Drone 09.wav,Drones,Glitchedtones,http://www.sonniss.com/sound-effects/drones/
Atmospheric Drone 03.wav,Drones,Glitchedtones,http://www.sonniss.com/sound-effects/drones/
Planetary Exterior Drone 06.wav,Drones,Glitchedtones,http://www.sonniss.com/sound-effects/drones/
High Frequency Feedback 14.wav,Feedback Loop FX & Atmospheres,Glitchedtones,http://www.sonniss.com/sound-effects/feedback-loop-fx-atmospheres/
Hum 08.wav,Feedback Loop FX & Atmospheres,Glitchedtones,http://www.sonniss.com/sound-effects/feedback-loop-fx-atmospheres/
Interference 18.wav,Feedback Loop FX & Atmospheres,Glitchedtones,http://www.sonniss.com/sound-effects/feedback-loop-fx-atmospheres/
Pedal FX 02.wav,Feedback Loop FX & Atmospheres,Glitchedtones,http://www.sonniss.com/sound-effects/feedback-loop-fx-atmospheres/
Granular Texture Ambient Atmosphere 01.wav,Granular Textures,Glitchedtones,http://www.sonniss.com/sound-effects/granular-textures/
Granular Texture Gritty Noisy Atmosphere.wav,Granular Textures,Glitchedtones,http://www.sonniss.com/sound-effects/granular-textures/
Granular Texture Tension Zither 02.wav,Granular Textures,Glitchedtones,http://www.sonniss.com/sound-effects/granular-textures/
Granular Texture UI Glitch 02.wav,Granular Textures,Glitchedtones,http://www.sonniss.com/sound-effects/granular-textures/
Process Malfunction - Computer Glitch 02.wav,Process Malfunction,Glitchedtones,http://www.sonniss.com/sound-effects/process-malfunction/
Process Malfunction - Computer Glitch 18.wav,Process Malfunction,Glitchedtones,http://www.sonniss.com/sound-effects/process-malfunction/
Process Malfunction - Computer Glitch 36.wav,Process Malfunction,Glitchedtones,http://www.sonniss.com/sound-effects/process-malfunction/
Process Malfunction - Computer Glitch 40.wav,Process Malfunction,Glitchedtones,http://www.sonniss.com/sound-effects/process-malfunction/
Signal Interference 05.wav,Signal Interference,Glitchedtones,http://www.sonniss.com/sound-effects/signal-interference/
Signal Interference 14.wav,Signal Interference,Glitchedtones,http://www.sonniss.com/sound-effects/signal-interference/
Signal Interference 19.wav,Signal Interference,Glitchedtones,http://www.sonniss.com/sound-effects/signal-interference/
Signal Interference 38.wav,Signal Interference,Glitchedtones,http://www.sonniss.com/sound-effects/signal-interference/
Whoosh Transition 049.wav,Whooshes & Transitions,Glitchedtones,http://www.sonniss.com/sound-effects/whooshes-transitions/
Whoosh Transition 066.wav,Whooshes & Transitions,Glitchedtones,http://www.sonniss.com/sound-effects/whooshes-transitions/
Whoosh Transition Doppler FX 002.wav,Whooshes & Transitions,Glitchedtones,http://www.sonniss.com/sound-effects/whooshes-transitions/
Whoosh Transition Doppler FX 017.wav,Whooshes & Transitions,Glitchedtones,http://www.sonniss.com/sound-effects/whooshes-transitions/
L_TRAIN_by_moderate_speed_under_tracks_persp_004.wav,Chicago Rapid Transit - The L,Griffin Sound Design,http://www.sonniss.com/sound-effects/chicago-rapid-transit/
L_TRAIN_by_open_air_track_center_of_expressway_under_tracks_persp002.wav,Chicago Rapid Transit - The L,Griffin Sound Design,http://www.sonniss.com/sound-effects/chicago-rapid-transit/
L_TRAIN_by_with_alert_horn_Underground_sidewalkgratePersp-noEQ.wav,Chicago Rapid Transit - The L,Griffin Sound Design,http://www.sonniss.com/sound-effects/chicago-rapid-transit/
L_TRAIN_INT_passenger_cabin_in_motion_slow_door_open_at_end.wav,Chicago Rapid Transit - The L,Griffin Sound Design,http://www.sonniss.com/sound-effects/chicago-rapid-transit/
MUG_Dull_Wood_Surface_Drop_Series.wav,Mugs,Griffin Sound Design,http://www.sonniss.com/sound-effects/mugs/
MUG_KitchenCounter_Spins_Top_Series.wav,Mugs,Griffin Sound Design,http://www.sonniss.com/sound-effects/mugs/
MUG_Metal_TV_Tray_Drops_Series002.wav,Mugs,Griffin Sound Design,http://www.sonniss.com/sound-effects/mugs/
MUG_Tile_Floor_Drop_and_Break.wav,Mugs,Griffin Sound Design,http://www.sonniss.com/sound-effects/mugs/
WR_EXT_Start and Away_Fast_Semi-Distant POV_Stereo.wav,Warrior IFV Custom Vehicle Recording,Hammer & Spark Audio Production,http://www.sonniss.com/sound-effects/warrior-ifv-custom-vehicle-recording/
WR_EXT_Troop Door Open_Mono.wav,Warrior IFV Custom Vehicle Recording,Hammer & Spark Audio Production,http://www.sonniss.com/sound-effects/warrior-ifv-custom-vehicle-recording/
WR_INT_Turret Movements_Short_Troop Area POV_Mono.wav,Warrior IFV Custom Vehicle Recording,Hammer & Spark Audio Production,http://www.sonniss.com/sound-effects/warrior-ifv-custom-vehicle-recording/
WR_ONBD_Const_Int_Driver Posn_POV_Slow_Stereo.wav,Warrior IFV Custom Vehicle Recording,Hammer & Spark Audio Production,http://www.sonniss.com/sound-effects/warrior-ifv-custom-vehicle-recording/
"Rotation,Metal,Crank,Gears,Scrape,Squeak,Purposeful,Organic,Loop.wav",Elegant Machines,Hzandbits,http://www.sonniss.com/sound-effects/elegant-machines/
"Rotation,Metal,Crank,Gears,Squeak,Rattle,Loop,Short.wav",Elegant Machines,Hzandbits,http://www.sonniss.com/sound-effects/elegant-machines/
"Rotation,Metal,Crank,Woody,Grind,Serrated,Loop,Short.wav",Elegant Machines,Hzandbits,http://www.sonniss.com/sound-effects/elegant-machines/
"Rotation,Metal,Shallow,Roll,Rattle,Loose,Churning,Steady,Loop.wav",Elegant Machines,Hzandbits,http://www.sonniss.com/sound-effects/elegant-machines/
"Hvac,Cooling unit,Refrigerator,Int,Drone,Rattle,Roomtone,Loop.wav",Hvac Elements,Hzandbits,http://www.sonniss.com/sound-effects/hvac-elements/
"Hvac,Heating,Pressure pump,Industrial,Whine,Slight rumble,Loop.wav",Hvac Elements,Hzandbits,http://www.sonniss.com/sound-effects/hvac-elements/
"Hvac,Ventilation,Exhaust,Industrial,Drone,Slight rumble,Loop.wav",Hvac Elements,Hzandbits,http://www.sonniss.com/sound-effects/hvac-elements/
"Roomtone,Hvac,Drone,Hum,Low Mids,Loop.wav",Hvac Elements,Hzandbits,http://www.sonniss.com/sound-effects/hvac-elements/
"Amb,Industry,Ext,Factory drone,Conveyor belt,Clack,Click,2nd pos.wav",Industrial Exteriors I,Hzandbits,http://www.sonniss.com/sound-effects/industrial-exteriors/
"Amb,Industry,Ext,Factory,Churn,Whine,Condensation drops.wav",Industrial Exteriors I,Hzandbits,http://www.sonniss.com/sound-effects/industrial-exteriors/
